review,sentiment
"b'My Age: 13<br /><br />James Cole, played by Steven Seagal, is sent to help Detective Jim Campbell, played by Keenen Ivory Wayans, solve a series of killings in which the victims are crucified. Since Cole has arrived on the spot, he notices that the killings have changed a little, and thinks there is a different killer. It becomes personal when his ex-wife is murdered, and Campbell finds his fingerprints on the body. Campbell investigates the mysterious Cole, and finds out about a very shady past.<br /><br />I am not a fan of Steven Seagal. I enjoy action movies, but he is the worst actor I have ever seen. This film is not much fun to watch at all, incredibly dumb, and, obviously, Steven Seagal\'s acting performance is absolutely horrid. Keenen Ivory Wayans isn\'t too bad, though. The only redeeming thing in this film is the occasional good action scene, although most come round because of insanely stupid reasons. The plot in this film is absolute gibberish. I didn\'t care for it at all. The whole ""glimmer man"" past of Seagal\'s character was stupid, all the Mafia fights and fights in the restaurant were there for almost no reason. Give this film a miss.<br /><br />Australian Classification: MA 15+: High Level Violence<br /><br />Rating: 35 out of 100 (quite generous)'",0
"b""The movie was surprisingly wonderful especially considering the last sequel. The third was dark, and semi-interesting but it wasn't nearly as fun or enjoyable as this. It is filled with comedic lines about Martha Stuart, doll's anatomy, masturbation, and it was actually done effectively during gruesome and disturbing images. The movie wasn't scary or suspenseful and I'm sure that it wasn't the director's intention. It was fun because of the silliness, Jennifer Tilly's over the top and sexy performance. The puppetry of the dolls were so well handled, the movement of mouth, lips, tears in eyes, knife in chest, and the costumes. The dolls were just marvelous and it made the gruesome deaths more enoyable considering the fact that they were done by wonderful dolls. The new Chucky look was great and Tiffany was very cute. A few scenes with Chucky hugging the human Tiffany even made my father smile. Jesse and Jade were surprisingly well- very attractive and the special effects were cool. The ending was so unsuspected and the fact that they could make another as good is quite unlikely. It may not be as suspenseful as movies like Halloween H2O or Urban Legend, but it is certainly more fun!!!!""",1
"b""The songs are fantastic and the story-line is good. Like many other acting schools, mine also produced HAIR. For most hair production it's a golden opportunity to do nude, but my production was fully dressed... I don't think full frontal nudity in a movie or a play guarantees artistic quality... And so did the creators of the movie. The movie version is great with classic hits following each other while letting the plot develop to the chilling climax. A great cast of actors, dancers and singers.""",1
"b""Low budget horror movie. If you don't raise your expectations too high, you'll probably enjoy this little flick. Beginning and end are pretty good, middle drags at times and seems to go nowhere for long periods as we watch the goings on of the insane that add atmosphere but do not advance the plot. Quite a bit of gore. I enjoyed Bill McGhee's performance which he made quite believable for such a low budget picture, he managed to carry the movie at times when nothing much seemed to be happening. Nurse Charlotte Beale, played by Jesse Lee, played her character well so be prepared to want to slap her toward the end! She makes some really stupid mistakes but then, that's what makes these low budget movies so good! I would have been out of that place and five states away long before she even considered that it might be a good idea to leave! If you enjoy this movie, try Committed from 1988 which is basically a rip off of this movie.""",0
"b""I have just seen Today You Die. It is bad, almost very bad.<br /><br />1) The direction and editing are awful, just awful. Almost made me turn off the movie, Fauntleroy (the director) has no idea what he is doing, he seems to be filming things at random and some scenes don't make sense at all. Also, I hate it when the same scene is used again in the same movie, in this movie some scenes were used 3 or 4 times. Pretty bad.<br /><br />2) The dialogue is sometimes good, sometimes awful. I like the fact that they wanted to make Seagal's character and Treach's character seem like they were in a similar relationship to the characters in Lethal Weapon, but it did not work simply because some of the dialogue DID NOT MAKE SENSE, and I speak English very well, it's not that I did not understand the words, it was the fact that the jokes and dialogue lines had no meaning whatsoever.<br /><br />3) The script is pretty bad. Why do they always try to complicate DTV action movies? Seagal's wife in the movie has psychic abilities, why? Is it useful to the movie? NO. Seagal eliminates a whole bunch of people who work for the guy who betrayed him and he knows these people without having ever met them in the movie. STUPID. The story sometimes goes off track and the jumps back without any reason. The story is messy and pointless sometimes. They should have kept it simple and it would have worked.<br /><br />4) In some of the action scenes it is not Seagal, it is his stunt double. You can tell because they only film him from behind and never show his face. He also beats the guys with movie martial arts, not real ones like the aikido Steven knows. The stunt double uses cheesy kicks and punches.<br /><br />5) Steven is good in the movie. 90-95% of the lines are said with his real voice. The rest is dubbing but it is not that bad. This was good. Also Steven seems to be enjoying himself in the movie and is more into the action that he was in Submerged. He likes Treach as a partner; at least he does not seem to dislike him. Also, he seems to have been in better shape than in some of his recent movies. I hate the fact that he wears clothes to hide his body, but in the same clothes that he wears on the DVD cover he looks more than OK and he should have wore those clothes for most of the movie not the stupid long leather coat.<br /><br />I really think that Seagal was willing to make a good movie. The fact that he came late and took off early from the set ON TWO MOVIES directed by Fauntleroy does not look like a coincidence to me. I think he realized that the crew were amateurs or only in it for a quick buck and he did not give a damn anymore.<br /><br />In the hands of a better company and crew this might have been a damn good action movie for Seagal. Something like Out for Justice or Above the Law. I honestly believe that. But the people who made the movie are not very good at their jobs or they did not have enough money to do the job properly. Too bad since I liked Steven in the movie and Treach was cool (Ice Cool ) too, but the rest was bad. Hey, at least this gives me hope for Black Dawn and Shadows of the past. I think that Mercenary might be just as badly handled. But hey, Steven seemed to be back into the same mood he was in while making his better movies and at least THAT is reason enough to watch the movie.<br /><br />I liked it, but it could have been SO much better. 4/10""",0
b'Not the funniest movie ever.....but I have to watch this film at least once a year just so I can fall in Love with Michelle Johnson all over again. She never looked better than she did in this film. by the way The story is good too.',0
"b'Love Jones cleverly portrays young African-American men and women in a clear, positive, realistic sense. I feel that all of the actors and actresses were magnificent and really did a great job at capturing the mood. Nia Long and Larenz Tate worked well together and I hope to see more work from the two of them. As a matter of fact all of the actors/actresses did such a fine job it would be great to see another romantic-comedy from them. This movie can be compared to most any well-written, romantic comedy. If you have not seen this movie already I strongly recommend that you do, it can definitely give you another perspective on life and love.'",1
"b""Every great romantic comedy needs conflict between the romantic leads to lend suspense, anticipation and allure to the plot. This story falls completely flat in this area. There is no conflict - at least none that would inhibit the eventual joining of the two lead characters, and so suspense is flat, there is no anticipation, and there really is no allure at all.<br /><br />The chemistry between Richard Gere and Diane Lane is representative of friendship at best, and with the talent of these two particular actors, I was quite surprised. During the movie, I expected them more to play a game of checkers and chat about the weather than see any moving passion.<br /><br />While I'm a fan of both actors, I do believe that the casting in this movie was off - or, perhaps the direction was off-base and it impacted their deliveries. The writing was very weak, which also might have impacted the performances; most certainly, the script could have used some help from some Harlequin writers who have real experience putting the heat in romance.<br /><br />This movie may be worth watching on a rainy Sunday afternoon, but only after it's on the cheap shelf.<br /><br />(Sorry Diane Ladd and Richard Gere).""",0
"b""This movie was fun, if all over the board.<br /><br />It essentially follows the comedic romp of two grave-robbers in 19th century England, who move from conventional body snatching to trafficking in vampires, zombies and dead Roswell aliens. (I have no idea what the Roswell alien was doing in there, and neither did the producers, I think.) <br /><br />But was it funny? You bet. Even Ron Perlman, who is often the kiss of Direct to DVD Death was pretty good in this one as a priest who turns out to be the ringleader of a rival gang of body-snatchers.<br /><br />A real joy to watch this hilarious little film, and a good example of what you can do when you don't have larger than life egos on either side of the camera.""",1
"b""This show makes me(and many others) hate their lives. Let's face it, Zoey is perfect; she's bland pretty, gets good grades, everyone goes to her for advice, she's popular, she goes to an amazing school with amazing rooms. Reasons why I gave this show a 3: 1. The acting is horrible.Sometimes I just want to hurt the people who put these untalented actresses(especially victoria justice) on television. 2. The characters are unbelievable and mismatched. You have your typical popular girl. A peppy, shallow, stupid ,stereotypical, girl who is portrayed by a horrible actress. Then you have a typical jock guy who is somewhat normal and actually nice.Then the stereotyped smart girl who is a freak and obviously does not fit in with the perfect popular friends of hers. Then a stuck up rich pretty boy that would be happier gazing into a mirror all day. Then the wanna be actress who is played by another stinky actress. And last a normal nerd person guy. 3. The plot is boring, and lame. 4. I hate how spoiled these characters are. Can't they just be normal! 5. Everything ends up perfect for them, and we all are reminded of how much our lives stink.""",0
"b'A great gangster flick, with brilliant performances by well-known actors with great action scenes? Well, not this one.<br /><br />It\'s rather amazing to see such a wide cast of well-known actors, that have many good movies in their filmographies in such a movie, without doubt this may be one of the worst they could possibly appear in.<br /><br />First of all, the plot is as you\'d expect it from your average gangster biography, nothing new, nothing fancy in it. The way it is told makes the movie look a LOT longer than it is (when i thought the two hours should be almost over, i was quite surprised that only 45 minutes had passed).<br /><br />The action scenes look a lot like those from 80ies TV series - the A-Team, for example. It\'s just that in the 80ies (esp. with the A-Team) those scenes were far more sophisticated than those in ""El Padrino"". It\'s especially fun to see the guys point their guns in the air and still hit something (not to talk about people that take cover behind car doors which later look like they\'ve been shot through).<br /><br />The acting fits quite nicely to the action. Either you get the same reaction to everything that happens (Dolph Lundgren style), or it\'s so overacted that you may think it\'s a parody (but unfortunately it\'s not).<br /><br />My advise is to stay away from this movie, any other gangster movie is better than this one.'",0
"b'I went to see this 3 nights ago here in Cork, Ireland. It was the world premiere of it, in the tiny cinema in the Triskel Arts Centre as part of the Cork Film Festival.<br /><br />I found ""Strange Fruit"" to be an excellent movie. It is a bit rough around the edges, but for a low-budget movie that is to be expected! In general the acting (particularly from the main lead Kent Faulcon) is wonderful, the cinematography and direction excellent, and the script hugely entertaining and thought-provoking, with some nice set-ups and witty dialogue.<br /><br />The ending was a bit sudden, with no conclusion given to characters and events once the finale came to its gripping end ... but perhaps that\'s what the filmmakers were going for? It certainly did make the movie more unsettling. I did like the fact that the main character never came to terms with his mother on screen: it leaves you wondering whether or not he ever will, as in real-life sometimes these things are never settled. This was a good choice, to leave it unresolved rather than sentimentally wrapping it up!<br /><br />Taut and suspenseful throughout, ""Strange Fruit"" is a hugely ambitious debut and I have high hopes for what the writer/director Kyle Schickner will unleash next. He - and his colleagues - are a talent worth watching.<br /><br />I hope ""Strange Fruit"" gets a wider release soon, as more people deserve to see this movie, an above-average thriller with some original and insightful twists on homophobia and racism in America\'s Deep South.<br /><br />Highly Recommended: 7/10'",0
"b""I saw this movie on videotape with my younger brother a long time ago, despite the fact I was a young boy who's hearing impaired. I didn't have the closed captioning decoder at the time (it was 1986, the year of The Transformers: The Movie), but I could follow the plot and understand what's going on. It wasn't my fault I saw the animated movie intended for girls. My father rented the video to show to my other younger sister.<br /><br />A decade later and I rented the video (for 50 cents) to watch again with the closed captioning turned on. My memories of this movie was utterly destroyed by none other than a WRETCHED SCRIPT. I have seen plenty of poorly written movies (like COOL AS ICE and JASON GOES TO HELL: THE FINAL FRIDAY), but I have never seen (or heard) the dialogues this bad, only inundating with enough inanity to make your head spin from laughing in hysterics and screaming from the pain of enduring the torture of sitting through this movie. Despite good plot and intriguing story concepts, the script has to be ONE OF THE WORST EVER WRITTEN FOR THE SCREEN, BAR NONE! The incompetent Howard R. Cohen should never be working as a screenwriter, professional or otherwise. I can not believe they would even allow the terrible script to produce a movie like this in the first place. Did the Japanese producers read the script, in broken English or translated before they know what they were into? Even crap like G.I. Joe The Movie and My Little Pony The Movie have redeeming values compared to this abomination.<br /><br />If you're a big fan of 80s animation, or just taking a nostalgia trip, BEWARE OF RAINBOW BRITE AND THE STAR STEALER! It does not matter whether you were elated or traumatized by the sloppily animated movie with an atrociously written script, or you have not seen the movie, STAY AWAY FROM THIS MOVIE. The movie should be viewed with the precaution to learn how NOT to write a bad script!""",0
"b'Problems: 1) Although billed as ""a loving tribute to Poverty Row,"" a lot of the old footage is not even from Poverty Row films-- much of it is from RKO\'s ""The Most Dangerous Game,"" (1932), with some from the silent (!?) version of ""The Lost World"" (1926)! <br /><br />2) Much of the old footage is just used as filler (the old shipboard footage) or as silent shots (for example, of Bela walking, looking or staring) often repeated; <br /><br />3) Where is the pantheon of Poverty Row Master Thespians (Bela, Boris, Lon Chaney, Jr., George Zucco, John Carradine, Buster Crabbe, Tom Neal, etc.) emoting their lines as punch lines to the \'new\' characters jokes (as in Woody Allen\'s ""What\'s Up Tiger Lily?"" or Steve Martin\'s ""Dead Men Don\'t Wear Plaid"")? Even Mike Nelson\'s feeble commentary on the colorized ""Reefer Madness"" is funnier than this. <br /><br />High Point: The long but extremely enlightening lecture by Gregory Mank which makes you give new respect to and admiration for Bela, John Carradine and George Zucco. That\'s worth the price of the DVD alone!'",0
"b'This IS the worst movie I have ever seen, as well as, the worst that I will probably EVER see. I see no need to rehash what all the others have said previously, just be forewarned...<br /><br />This IS NOT one of those bad movies you think you want to watch because you want to be able to make fun of it, its just plain BAD BAD BAD BAD BAD.<br /><br />This movie is the equivalent to having a ""pet rock"" as your friend. You wait and wait and wait and wait and wait and wait and wait and wait for something to happen. Unfortunately, it never does. At least with a pet rock you knew what you were getting into. Lion\'s Gate completely deceives on this bombshell... No...this is a disaster. After watching this film, you would swear George W. Bush had his hands all over the making of this film... yes its that idiotic.<br /><br />Stay away, unless of course you just want to watch the worst movie of all time. Its probably how Lion\'s Gate figured it would make some money off this piece of tripe.'",0
"b'For those that are great fans and collectors of dinosaurs like I am, it is not only a very informative series but also puts our imagination to fly. Colors, composition, great models and camera angles. Fantastic photography and filming presentation. Superb. Thanks.'",1
"b'I saw this movie in part because of some positive comments here on IMDb. After wishing I had those 90 minutes of my life back, I feel it\'s my duty to get on here myself and say...Please don\'t bother watching this movie.<br /><br />I can\'t argue with the actors efforts - they did what they could given the material, but that material is dreadful. The pace was deadly - slow, meandering, and you saw everything coming about an hour away, and then it took forever to happen. The dialogue was boring, pointless, not funny at all. The characters were all completely unsympathetic. And the cinematography was, in my opinion, very low quality - the clich\xc3\xa9 of ""character uses home video machine!"" was used to very bad effect.<br /><br />Yes, Jeri Ryan is a cool person. Don\'t let that sucker you into wasting your time on this film.'",0
"b""Frankly I met real Han Su Ying before and seeing her portrayed by an American actress which has no resemblance of anything Chinese makes my head spin while I am watching this movie Why can't Hollywood get Nancy Kwan instead .... at least its more true to the story...cos for goodness sake...Dr Han Su Ying is Chinese I know cos I have meet her in person<br /><br />and looking at the whole cast....so few Asian faces in a movie about a Asian love story makes me wonder too <br /><br />I think the acting is good but without real Asian faces in a Asian love story makes the plot so corny and a whole load of Baloney<br /><br />its just like another movie I know of ' THE CONQUEROR' imagine my eyes pop out when I see John Wayne as Genghis Khan!!!!!<br /><br />and to make matter worst ....how on earth can a man born an bred in MONGOLIAN STEPPES come up with a Alabama southern accent??? !! and a cheap imitation of anything Asian<br /><br />Good Grief<br /><br />I am not surprise that one day I will see Dr Martin Luther King Jr being played by One of the boys from the black and white minstrel show<br /><br />Would love to see that<br /><br />and laugh the whole roof off !!!<br /><br />Cheers""",0
"b""In August Days/Dies d'agost Marc Recha has given us a sun-saturated Catalan documentary-style road movie that's mostly a meandering improvised meditation on brotherhood and reclaiming the dead. The beautiful sometimes large-scale, richly atmospheric 35 mm. landscape images, nice soundtrack and Catalan-language narration are enchanting as a mood piece, if one is content with a trajectory that hasn't much momentum and doesn't lead anywhere in particular. Filmmaker Marc Recha and his non-identical twin David are the stars and the narrative is voiced by their younger sister. Marc had been researching the life of Ramon Barnils (1940-2001), a socialist editor who had been a family friend. He felt he was saturated with information and had to take a break. The break turned into making this film, which seeks to capture the mood of the interviews with Barnils' associates, thoughts about the Spanish Civil War, the drought season they were experiencing, the rugged landscape, the Recha brothers' affection for each other, swims and suntanned nudity and whatever characters or stories they ran into as they camped out of their van. This leads to pursuit of a giant catfish and the temporary disappearance of one of the brothers. In the end David has to go back to Barcelona to be with his daughter and Marc has to return to his project, and there it ends. I found it fascinating to listen to an extended narration in the Catalan language with its blend of Spanish and French-sounding words (perhaps linked with Proven\xc3\xa7al?). This isn't a major film but it commands attention and makes sense as a film festival choice with its clean visual and auditory beauty and its way of playing around with genres and blending autobiography with fiction and documentary in a fresh and thought-provoking way.<br /><br />An official selection of the 2006 New York Film Festival at Lincoln Center.""",1
"b'This is how I interpreted the movie: First things first. There was not a single scene in the movie where u see the bad guy (Taylor) torturing or nailing Ben\'s hands to the wall. However the same cannot be told of the gals. In the end too, u see Taylor disappear as he walks. Looks like the message there was ""There was no Taylor"". And the whole movie was a figment of imagination of Ben. Also, there was no scene during the torturing moments wherein any of the gals confront or are in the same frame as Ben. It was Taylor all the time. But in real, Taylor was Ben. If they were two different people, then why was there no scene showing both of them in one frame during the horrific times? But of course before that, u do see both of them together and THAT cud just be Ben\'s imagination at work. Also, when Ben was out of jail, the text on screen clearly says that Ben\'s story was unrealistic and there was no such place as he had explained (read mine, cars etc...)Even after Liz Hunter leaves Kristy and comes back to find Ben, she doesn\'t find him. Why??? Because Ben (Taylor) was out looking for the gals. Instead Kristy has all the time in the world to check out Taylor\'s (Ben) Web cam, photos etc...<br /><br />Somehow everything sums up to just one fact that Kristy and Liz, both of them knew that Taylor was Ben. So, my conclusion is that Ben was schizophrenic and the movie where you see him and Taylor in one frame was nothing but figments of his imagination. Otherwise if there really was a Taylor, then they should have found him out given all the detailed explanation coming from Ben.'",1
"b""I love cheesy horror movies, I think dead alive and bad taste are great and I think slumber party massacre II (not even related to this movie) are hilarious. But this movie absolutely stank, I didn't laugh, I didn't even enjoy it.. you can see all kinds of mistakes that aren't even campy. The best take of the scene where the woman leans out the window is the one where she smacks her head on the sill? Give me a break.<br /><br />Don't rent this thinking it's related to the slumber party massacre series. It's awful and I don't even have a clue how it got any distribution. Rent it with a fake name and burn it, do everyone else the favor.""",0
"b'It is great to see a film starring kids whose idea of ""acting adult"" is not engaging in sensuality. Instead, these kids see a problem in their community and take responsibility for helping to solve it. Hoot is a film aimed squarely at families looking for a fun day at the cinema. The production values are good, especially sweeping shots of Montana and Florida. The soundtrack by Jimmy Buffet is a perfect fit. The young actors are spirited and refreshing.<br /><br />The plot, about a trio of kids who work together to save some burrowing owls from death at the hands of an unscrupulous pancake house empire builder, will engage kids. So many films make children appear powerless, it is nice to see a movie that shows children working hard to make a difference. And even though parents are absent or temporarily distracted, it was pleasant to see kids who want to follow in their parents footsteps and try to right injustices.<br /><br />If you are tired of all of the self-indulgent story lines about children that fill the cinema, give Hoot a shot. Then take some time to talk to your kids about the adventure of serving others and caring about the world they live in. A positive message from a positive film.'",1
"b'That was a waste of 9 dollars. the movie was terrible. all the ""scary"" parts were pointless and sadly repetitive. Seemingly all of the tense parts could be completely predicted, and did not seem to hold any bit of the audiences attention. Also, the plot line didn\'t advance at all during the entire movie, and it was all just a big setup for the grudge 3. When it seemed like the movie was about to make a big plot advancement, it turned out just to be a pointless scene. these directors need to follow Hitchcock\'s example: every scene has a point. Porbably 90% of the scenes in this movie could have been left out with no change of the plot. Final opinion: Don\'t waste your time, energy or money!!!'",0
"b'As a Michigander, I got the Michigan jokes. Very funny - make fun of Pontiac, Ann Arbor, all those lame suburbs of Detroit. Yes, yes, I\'ve heard these jokes a million times. I\'ll give them credit for accurately depicting the lameness of Grosse Pointe. It couldn\'t get more White. Did you hear those lovely Michigan nasal accents? Where the girls talk so fast you can\'t understand one word that comes out of their mouth (nose)...? As much as I love Michigan, I hated this movie. <br /><br />I have never met one person from Grosse Pointe that I liked. Listen to that awful live band and that annoying and horrid background music! What is that? One of your Gross Pointe homeboy\'s band? Probably. Wow, what a great ""Detroit scene"" you guys have over there. Funny how people from Grosse Pointe always say they\'re from Detroit. They\'re so White and rich, they wish they had something to complain about.<br /><br />Anyway, this movie blows. All the way from the lame jokes about girls in thongs to the terrible character development. Oh wait a minute, you mean the entire basis for a character is that he says the f-word a lot? What a deep personality. Great job, Grosse Pointers! And I love all the sexist lingo, like how the narrator calls the first girl who gets killed that we never even hear speak a ""naive b*tch"". That\'s really lovely.<br /><br />And those homemade masks with the Marilyn Manson contact lenses are really great. And I love how it made perfect sense as to why the bikers came by and killed people. And how their narrating master had such a obvious role in the movie... ?? The main boyfriend dude was so boring I fell asleep looking at him. The three idiot guys (or was it two or four? how can I tell, they all look and act the same!) were so desperately trying to make me laugh, but Beavis and Butthead already got out my butt humor laughs back in 1994. And what\'s with the gay jokes? No wonder this movie sucked - everyone involved must have some minor problems with their masculinity, eh boys?<br /><br />The only saving grace to this film was the main girl. Despite what the other people on here have said, she actually was a good actress. Teenage girls talk the way she talked. They really act the way she acted. Her acting was very natural and believable. I really thought she was a Grosse Pointe convenience store employee. .. maybe she is! And yeah she had big boobs, most the women here do. Michigan is the fattest state in the union, you know. In all aspects.<br /><br />So, those of you who think this is a representation of Detroit, it\'s not. It\'s the suburbs of Detroit. They are very White and full of aimless teen angst. Limp Bizkut, ICP (yes, ICP is from one of our suburbs) and $75 baggy khaki pants all the way! Lame rich kids who are mad because they have lots of money and nothing to complain about. And they make bad movies, too.<br /><br />'",0
"b""I've seen this movie at least 8 times, and I still laugh every time. The movie is about how an intelligent and motivated man, against all odds, can cheat the entire over-self-confident system.<br /><br />This movie is for all people, who like a funny movie.<br /><br />The action and comedy is well mixed into a brilliant film, that I hope to see on DVD soon.<br /><br />""",1
"b""In a world in which debatable and misunderstood subjects can be listed endlessly, this powerful 1995 film takes on one at the top of that list; moreover, it does it objectively and realistically, and with a sensibility and sensitivity that makes it a truly great film by anyone's measuring stick. And to add some irony to it all, even the subject matter of this film has been widely misunderstood, as it is wrongly perceived that this is a film about the pros and cons of the death penalty; it is not. At the heart of `Dead Man Walking,' directed by Tim Robbins, is a subject that in reality is possibly the most misunderstood of all, and with good reason, because it just may be the hardest thing there is for a human being to really-- and truly-- understand. And it is what this film is actually all about: Forgiveness. Real forgiveness; not excusing a heinous crime or the perpetrator thereof-- not saying that what's happened is okay-- but finding the strength to go on, and to do so by choosing life.<br /><br />\tDirector/screenwriter Tim Robbins has crafted and delivered a faithful adaptation of the novel by Sister Helen Prejean, in which she discusses her involvement with the death-row inmates to whom over the years she has ministered her faith in God. As chronicled in the film, what for her was to become a lifelong pursuit of not only justice, but human dignity, began with a simple letter from a death-row inmate at the Louisiana State Prison at Angola. Sentenced to death for rape and murder, Matthew Poncelet (Sean Penn) was reaching out to anyone who would listen, when his letter ended up in the hands of Sister Prejean (Susan Sarandon), who soon found herself venturing into a territory of which she had absolutely no knowledge or experience. And Robbins has successfully captured Sister Prejean's emotional and turbulent journey succinctly, while managing to keep it devoid of any maudlin sentimentality, which makes it not only real, credible and believable, but makes it a poignant and thoroughly emotionally involving experience for the audience. Through the medium of the cinema, what was once a personal, significant emotional experience for Sister Prejean, becomes one for everyone who sees this film, as well.<br /><br />\tFor her soul-stirring, impassioned portrayal of Sister Prejean, Susan Sarandon deservedly won the Oscar for Best Actress. Sensitive and fraught with emotional depth, her performance is incredibly touching and real, especially in the way in which she conveys Sister Prejean's underlying natural fragility and vulnerability, which she adamantly tempered with the toughness she needed to carry on with her endeavors on behalf of Poncelet (and in reality, a total of five since she began). Whatever your point of view regarding the matters examined in this film, Sister Prejean is without question an individual of heroic proportions, which Sarandon exquisitely personifies here; and she does it without resorting to any superfluous melodramatics, but rather by keeping it real, by subtly and humbly exploring the humanity of the person in a very believable expression of characterization. It's an extraordinary performance, arguably the best of Sarandon's brilliant career. <br /><br />\tTurning in a career-best performance, as well, is Sean Penn, who was nominated for Best Actor for his portrayal of Poncelet (he lost out to Nicolas Cage, who won for his performance in `Leaving Las Vegas). Perfect for the part in every way, Penn has quite simply never been better, before or since. He effectively presents Poncelet as a real person, rather than as an overblown caricature of a monster capable of perpetrating the crimes depicted here. Not that it makes Poncelet any less despicable; just the opposite, in fact. It makes it genuinely disconcerting to be faced with the fact that someone who looks like a guy who could live next door to you could be capable of such things. And that's the strength of Penn's performance-- it's so disturbingly real, presented with depth and nuance; you have but to look into his eyes to find the imperfections of a troubled soul. A terrific performance, and -- as good as Cage was in `Vegas'-- Penn should have received the Oscar for it.<br /><br />\tIn another stand-out performance, Raymond J. Barry is memorable in a supporting role as Earl Delacroix, father of one of Poncelet's victims. With limited screen time, he nevertheless develops his character in such a way that enables you to empathize with him, as well as with Sister Prejean, as it is through him that we are given some insight into just how complex and seemingly tenuous her position is, at least on the surface. Barry presents Delacroix in such a way that gives the necessary balance and perspective to the story, which is ultimately extremely effective and helps to underscore the message of the film.<br /><br />\tThe supporting cast includes R. Lee Emery (Clyde Percy), Celia Weston (Mary Beth Percy), Lois Smith (Helen's Mother), Scott Wilson (Chaplin Farley), Roberta Maxwell (Lucille Poncelet), Margo Martindale (Sister Colleen) and Jack Black (Craig Poncelet). It is doubtful that this film will change anyone's mind one way or another about the death penalty, but that was never the intention; what was intended, was to make a thought-provoking, emotionally involving film, which is exactly what Robbins has accomplished with `Dead Man Walking.' Regardless of your personal point of view, this film will have an impact, and hopefully will open some minds to the true nature of forgiveness. For, as we see through the character of Earl Delacroix, true forgiveness is not something one merely decides to do, but is a task that can become a lifetime's work. And it's possibly one of the hardest things in life to effectively accomplish; and you come away from this film with an appreciation for individuals like Sister Prejean, who has selflessly dedicated her life to helping those in need, and to filmmakers like Robbins and Sarandon for bringing her to life for millions of people who otherwise would never have known her. I rate this one 10/10. <br /><br />""",1
